workerid,language,subjectCondition,player1color,player2color,player3color,sentence,condition,conditionOrder,trialnum,response,rt,trainingCorrect
A2E3TO92MCQ9XU,English,only,darkorange,midnight,wheat,Player B placed second,all-all-all,all-all-all,21,2,3845,NA
A2E3TO92MCQ9XU,English,only,purple,brown,lavender,Player C shot perfectly,none-half-all,none-half-all,22,7,2380,NA
A2E3TO92MCQ9XU,English,only,darkorange,yellow,seafoam,Someone did better than Player C,all-all-all,all-all-all,23,1,3904,NA
A2E3TO92MCQ9XU,English,only,royalblue,lightblue,purple,No player hit none of his shots,none-none-none,none-none-none,28,1,2528,NA
A2E3TO92MCQ9XU,English,only,lightorange,grey,wheat,Every player hit all of his shots,none-all-all,all-none-all,1,1,2789,NA
A2E3TO92MCQ9XU,English,only,grey,pink,seafoam,Most of the players missed shots,none-none-all,none-none-all,0,6,17058,NA
A2E3TO92MCQ9XU,English,only,midnight,seafoam,grey,Player B shot perfectly,none-all-all,none-all-all,3,6,3618,NA
A2E3TO92MCQ9XU,English,only,lightblue,seafoam,wheat,We have a clear winner,half-all-all,all-all-half,2,1,2790,NA
A2E3TO92MCQ9XU,English,only,grey,yellow,pink,Someone did better than Player B,half-half-all,half-half-all,5,7,3989,NA
A2E3TO92MCQ9XU,English,only,lightblue,midnight,yellow,Exactly one player hit none of his shots,none-none-all,none-all-none,4,1,3710,NA
A2E3TO92MCQ9XU,English,only,purple,darkorange,brown,Player A placed second,half-half-all,half-half-all,7,6,4925,NA
A2E3TO92MCQ9XU,English,only,pink,tan,grey,All the players are tied,half-all-all,all-all-half,6,1,2511,NA
A2E3TO92MCQ9XU,English,only,brown,lightorange,wheat,Exactly one player hit only some of his shots,none-half-all,none-all-half,9,7,5230,NA
A2E3TO92MCQ9XU,English,only,grey,yellow,darkorange,Player C made no shots,none-all-all,all-none-all,8,1,3318,NA
A2E3TO92MCQ9XU,English,only,purple,pink,midnight,Player A shot perfectly,all-all-all,all-all-all,11,7,2511,NA
A2E3TO92MCQ9XU,English,only,lightblue,darkorange,midnight,Someone did better than Player A,half-half-all,half-all-half,10,7,3404,NA
A2E3TO92MCQ9XU,English,only,midnight,royalblue,purple,Exactly one player hit all of his shots,none-none-none,none-none-none,13,1,3700,NA
A2E3TO92MCQ9XU,English,only,midnight,yellow,wheat,Most of the players made shots,half-half-all,half-all-half,12,7,5419,NA
A2E3TO92MCQ9XU,English,only,midnight,seafoam,purple,No player hit only some of his shots,half-half-half,half-half-half,15,1,2688,NA
A2E3TO92MCQ9XU,English,only,midnight,lightorange,brown,Every player hit none of his shots,none-none-none,none-none-none,14,7,2927,NA
A2E3TO92MCQ9XU,English,only,midnight,tan,royalblue,Player A tied with Player C,none-none-none,none-none-none,17,7,2197,NA
A2E3TO92MCQ9XU,English,only,lavender,tan,lightorange,Player A made no shots,none-none-half,none-none-half,16,7,2185,NA
A2E3TO92MCQ9XU,English,only,wheat,grey,lavender,Player B tied with Player C,none-half-all,half-none-all,19,1,2616,NA
A2E3TO92MCQ9XU,English,only,grey,royalblue,yellow,Every player hit only some of his shots,none-none-all,none-none-all,18,1,3360,NA
A2E3TO92MCQ9XU,English,only,lightblue,darkorange,lightorange,Player A was the star player of the round,most-none-all,most-none-all,-1,2,5930,yes
A2E3TO92MCQ9XU,English,only,seafoam,pink,royalblue,Player A made none of his baskets,all-none-few,all-none-few,-3,1,10307,yes
A2E3TO92MCQ9XU,English,only,pink,yellow,wheat,Player C messed up,all-all-none,all-all-none,-2,7,5420,yes
AR1IWBDA7MC86,english,focus,yellow,lightorange,brown,Exactly one player hit <b>NONE</b> of his shots,all-all-all,all-all-all,24,1,7022,NA
AR1IWBDA7MC86,english,focus,purple,midnight,pink,No player hit <b>ALL</b> of his shots,all-all-all,all-all-all,25,1,3508,NA
AR1IWBDA7MC86,english,focus,purple,royalblue,darkorange,Player A tied with Player B,none-half-all,none-all-half,26,1,5481,NA
AR1IWBDA7MC86,english,focus,tan,royalblue,lavender,Player B placed second,none-none-none,none-none-none,27,1,2047,NA
AR1IWBDA7MC86,english,focus,royalblue,midnight,lightorange,All the players are tied,all-all-all,all-all-all,20,7,2789,NA
AR1IWBDA7MC86,english,focus,midnight,purple,lavender,Player A shot perfectly,half-half-all,half-half-all,21,1,2845,NA
AR1IWBDA7MC86,english,focus,yellow,darkorange,lightorange,Player C placed second,half-half-half,half-half-half,22,1,5165,NA
AR1IWBDA7MC86,english,focus,lightblue,seafoam,tan,Someone did better than Player A,none-all-all,none-all-all,23,7,4256,NA
AR1IWBDA7MC86,english,focus,royalblue,purple,tan,Every player hit <b>NONE</b> of his shots,none-none-none,none-none-none,28,7,3334,NA
AR1IWBDA7MC86,english,focus,royalblue,wheat,tan,Most of the players made shots,none-half-all,none-all-half,1,7,7656,NA
AR1IWBDA7MC86,english,focus,midnight,lavender,tan,We have a clear winner,half-all-all,half-all-all,0,6,21481,NA
AR1IWBDA7MC86,english,focus,pink,brown,lavender,Player C shot perfectly,none-none-none,none-none-none,3,1,5762,NA
AR1IWBDA7MC86,english,focus,pink,yellow,lavender,Player A placed second,half-all-all,all-half-all,2,1,10738,NA
AR1IWBDA7MC86,english,focus,pink,seafoam,tan,We have a clear loser,none-half-all,half-all-none,5,7,5721,NA
AR1IWBDA7MC86,english,focus,darkorange,brown,pink,Most of the players missed shots,none-none-all,all-none-none,4,7,3432,NA
AR1IWBDA7MC86,english,focus,tan,midnight,wheat,Every player hit <b>SOME</b> of his shots,none-none-none,none-none-none,7,1,5015,NA
AR1IWBDA7MC86,english,focus,grey,pink,purple,Player B shot perfectly,all-all-all,all-all-all,6,7,4953,NA
AR1IWBDA7MC86,english,focus,seafoam,lightorange,lavender,Player B tied with Player C,all-all-all,all-all-all,9,7,6349,NA
AR1IWBDA7MC86,english,focus,brown,purple,royalblue,Every player hit <b>ALL</b> of his shots,none-all-all,none-all-all,8,1,3716,NA
AR1IWBDA7MC86,english,focus,lightblue,seafoam,purple,Player A made no shots,none-all-all,all-all-none,11,1,2373,NA
AR1IWBDA7MC86,english,focus,lightblue,pink,seafoam,Player A tied with Player C,none-all-all,all-all-none,10,1,6686,NA
AR1IWBDA7MC86,english,focus,midnight,purple,yellow,Exactly one player hit <b>SOME</b> of his shots,none-none-half,none-none-half,13,7,3625,NA
AR1IWBDA7MC86,english,focus,brown,lightblue,seafoam,Someone did better than Player B,all-all-all,all-all-all,12,1,4792,NA
AR1IWBDA7MC86,english,focus,pink,grey,midnight,Player B made no shots,none-half-half,half-half-none,15,1,4998,NA
AR1IWBDA7MC86,english,focus,darkorange,purple,lavender,No player hit <b>SOME</b> of his shots,all-all-all,all-all-all,14,2,12541,NA
AR1IWBDA7MC86,english,focus,royalblue,midnight,lavender,No player hit <b>NONE</b> of his shots,all-all-all,all-all-all,17,7,14755,NA
AR1IWBDA7MC86,english,focus,yellow,midnight,lightorange,Someone did better than Player C,all-all-all,all-all-all,16,1,4335,NA
AR1IWBDA7MC86,english,focus,tan,darkorange,lightblue,Exactly one player hit <b>ALL</b> of his shots,none-half-all,all-none-half,19,7,5621,NA
AR1IWBDA7MC86,english,focus,wheat,grey,pink,Player C made no shots,half-half-all,all-half-half,18,1,3478,NA
AR1IWBDA7MC86,english,focus,grey,tan,brown,Player A was the star player of the round,most-none-all,most-none-all,-1,1,23091,no
AR1IWBDA7MC86,english,focus,lavender,seafoam,wheat,Player A made none of his baskets,all-none-few,all-none-few,-3,1,18793,yes
AR1IWBDA7MC86,english,focus,lightorange,lavender,wheat,Player C messed up,all-all-none,all-all-none,-2,7,6294,yes
A2AYC29C4PYCLD,English,focus,lightorange,tan,brown,We have a clear winner,none-none-all,all-none-none,24,7,3816,NA
A2AYC29C4PYCLD,English,focus,tan,seafoam,darkorange,All the players are tied,none-none-half,none-half-none,25,1,3859,NA
A2AYC29C4PYCLD,English,focus,midnight,royalblue,grey,Player C shot perfectly,half-half-half,half-half-half,26,1,3355,NA
A2AYC29C4PYCLD,English,focus,purple,pink,tan,Player C made no shots,none-none-all,none-none-all,27,1,4397,NA
A2AYC29C4PYCLD,English,focus,midnight,purple,yellow,No player hit <b>SOME</b> of his shots,none-half-all,all-none-half,20,2,5028,NA
A2AYC29C4PYCLD,English,focus,darkorange,yellow,lavender,Most of the players made shots,none-half-half,none-half-half,21,1,5446,NA
A2AYC29C4PYCLD,English,focus,lightorange,brown,lavender,Most of the players missed shots,half-half-half,half-half-half,22,3,5510,NA
A2AYC29C4PYCLD,English,focus,tan,pink,lavender,Player A tied with Player B,none-none-half,half-none-none,23,1,4826,NA
A2AYC29C4PYCLD,English,focus,wheat,pink,yellow,Player A made no shots,half-half-half,half-half-half,28,1,3181,NA
A2AYC29C4PYCLD,English,focus,seafoam,pink,wheat,Someone did better than Player B,all-all-all,all-all-all,1,1,8852,NA
A2AYC29C4PYCLD,English,focus,purple,brown,seafoam,Every player hit <b>ALL</b> of his shots,half-all-all,half-all-all,0,1,6408,NA
A2AYC29C4PYCLD,English,focus,darkorange,seafoam,yellow,No player hit <b>ALL</b> of his shots,half-all-all,all-all-half,3,1,6477,NA
A2AYC29C4PYCLD,English,focus,midnight,lightorange,royalblue,Player A placed second,none-none-all,none-none-all,2,4,6662,NA
A2AYC29C4PYCLD,English,focus,lavender,yellow,tan,Every player hit <b>SOME</b> of his shots,half-all-all,half-all-all,5,5,7296,NA
A2AYC29C4PYCLD,English,focus,brown,seafoam,lightorange,Exactly one player hit <b>SOME</b> of his shots,all-all-all,all-all-all,4,1,6133,NA
A2AYC29C4PYCLD,English,focus,yellow,midnight,purple,Player B tied with Player C,all-all-all,all-all-all,7,3,5468,NA
A2AYC29C4PYCLD,English,focus,tan,lightorange,pink,Someone did better than Player C,half-half-all,half-half-all,6,1,5247,NA
A2AYC29C4PYCLD,English,focus,seafoam,lavender,wheat,Player A tied with Player C,none-half-all,all-half-none,9,1,3963,NA
A2AYC29C4PYCLD,English,focus,pink,royalblue,yellow,Player A shot perfectly,none-none-half,none-half-none,8,1,4592,NA
A2AYC29C4PYCLD,English,focus,lavender,wheat,yellow,Exactly one player hit <b>ALL</b> of his shots,none-half-all,all-none-half,11,6,8408,NA
A2AYC29C4PYCLD,English,focus,wheat,lavender,yellow,Someone did better than Player A,none-all-all,all-all-none,10,1,5549,NA
A2AYC29C4PYCLD,English,focus,lightblue,midnight,wheat,We have a clear loser,none-half-all,all-half-none,13,7,5278,NA
A2AYC29C4PYCLD,English,focus,darkorange,lightorange,royalblue,Player B shot perfectly,all-all-all,all-all-all,12,6,5907,NA
A2AYC29C4PYCLD,English,focus,darkorange,pink,purple,Player C placed second,half-half-all,half-all-half,15,4,6032,NA
A2AYC29C4PYCLD,English,focus,tan,brown,pink,Every player hit <b>NONE</b> of his shots,none-half-all,all-none-half,14,1,5647,NA
A2AYC29C4PYCLD,English,focus,seafoam,darkorange,lightblue,Player B placed second,half-half-half,half-half-half,17,3,4271,NA
A2AYC29C4PYCLD,English,focus,yellow,lightblue,seafoam,Exactly one player hit <b>NONE</b> of his shots,none-half-half,half-half-none,16,3,8021,NA
A2AYC29C4PYCLD,English,focus,lightblue,yellow,darkorange,Player B made no shots,none-none-none,none-none-none,19,5,5253,NA
A2AYC29C4PYCLD,English,focus,royalblue,lavender,yellow,No player hit <b>NONE</b> of his shots,all-all-all,all-all-all,18,3,10722,NA
A2AYC29C4PYCLD,English,focus,wheat,brown,royalblue,Player A was the star player of the round,most-none-all,most-none-all,-1,1,7925,yes
A2AYC29C4PYCLD,English,focus,yellow,midnight,seafoam,Player A made none of his baskets,all-none-few,all-none-few,-3,1,13096,yes
A2AYC29C4PYCLD,English,focus,purple,midnight,royalblue,Player C messed up,all-all-none,all-all-none,-2,7,7634,yes
A37HUPFXQZLO2D,english,focus,lavender,purple,grey,Every player hit <b>ALL</b> of his shots,all-all-all,all-all-all,24,7,6327,NA
A37HUPFXQZLO2D,english,focus,purple,tan,lavender,No player hit <b>ALL</b> of his shots,none-half-all,none-all-half,25,1,4417,NA
A37HUPFXQZLO2D,english,focus,wheat,purple,yellow,Player B tied with Player C,all-all-all,all-all-all,26,5,3847,NA
A37HUPFXQZLO2D,english,focus,royalblue,lavender,yellow,Most of the players made shots,none-half-half,none-half-half,27,3,5828,NA
A37HUPFXQZLO2D,english,focus,midnight,royalblue,tan,Every player hit <b>NONE</b> of his shots,none-none-none,none-none-none,20,6,5716,NA
A37HUPFXQZLO2D,english,focus,royalblue,yellow,purple,Every player hit <b>SOME</b> of his shots,half-half-all,all-half-half,21,3,6415,NA
A37HUPFXQZLO2D,english,focus,yellow,wheat,midnight,Exactly one player hit <b>ALL</b> of his shots,none-none-half,half-none-none,22,1,4103,NA
A37HUPFXQZLO2D,english,focus,midnight,seafoam,yellow,Player A shot perfectly,none-half-half,half-half-none,23,1,4038,NA
A37HUPFXQZLO2D,english,focus,brown,tan,lavender,No player hit <b>SOME</b> of his shots,none-none-none,none-none-none,28,2,3765,NA
A37HUPFXQZLO2D,english,focus,wheat,pink,tan,Player B placed second,half-half-half,half-half-half,1,1,7290,NA
A37HUPFXQZLO2D,english,focus,lightblue,pink,royalblue,Exactly one player hit <b>NONE</b> of his shots,half-all-all,all-all-half,0,1,5721,NA
A37HUPFXQZLO2D,english,focus,seafoam,wheat,lavender,Most of the players missed shots,none-none-none,none-none-none,3,3,4113,NA
A37HUPFXQZLO2D,english,focus,lightorange,yellow,darkorange,Player B shot perfectly,none-half-half,none-half-half,2,1,4254,NA
A37HUPFXQZLO2D,english,focus,yellow,seafoam,grey,Player C shot perfectly,half-all-all,all-all-half,5,1,3502,NA
A37HUPFXQZLO2D,english,focus,seafoam,grey,lightblue,Player A placed second,all-all-all,all-all-all,4,1,3345,NA
A37HUPFXQZLO2D,english,focus,lightblue,lavender,royalblue,Player C made no shots,none-none-none,none-none-none,7,7,3708,NA
A37HUPFXQZLO2D,english,focus,lightorange,lightblue,brown,Exactly one player hit <b>SOME</b> of his shots,half-half-all,half-all-half,6,2,6149,NA
A37HUPFXQZLO2D,english,focus,lightorange,purple,darkorange,Someone did better than Player C,none-none-half,half-none-none,9,5,5963,NA
A37HUPFXQZLO2D,english,focus,seafoam,wheat,tan,Player B made no shots,none-none-half,half-none-none,8,7,3610,NA
A37HUPFXQZLO2D,english,focus,seafoam,lavender,purple,We have a clear loser,none-none-half,none-half-none,11,1,4996,NA
A37HUPFXQZLO2D,english,focus,pink,royalblue,darkorange,Player C placed second,none-half-all,half-none-all,10,1,4618,NA
A37HUPFXQZLO2D,english,focus,lightblue,purple,lavender,No player hit <b>NONE</b> of his shots,none-half-all,half-all-none,13,1,3702,NA
A37HUPFXQZLO2D,english,focus,tan,royalblue,midnight,Player A tied with Player C,half-half-all,half-all-half,12,6,5104,NA
A37HUPFXQZLO2D,english,focus,seafoam,grey,brown,All the players are tied,all-all-all,all-all-all,15,7,3836,NA
A37HUPFXQZLO2D,english,focus,lavender,pink,tan,We have a clear winner,half-all-all,half-all-all,14,1,3417,NA
A37HUPFXQZLO2D,english,focus,darkorange,yellow,lavender,Someone did better than Player B,none-all-all,none-all-all,17,1,3449,NA
A37HUPFXQZLO2D,english,focus,seafoam,royalblue,lavender,Someone did better than Player A,all-all-all,all-all-all,16,1,3113,NA
A37HUPFXQZLO2D,english,focus,lightblue,darkorange,wheat,Player A tied with Player B,half-all-all,all-half-all,19,1,3889,NA
A37HUPFXQZLO2D,english,focus,lavender,midnight,tan,Player A made no shots,half-half-half,half-half-half,18,1,3058,NA
A37HUPFXQZLO2D,english,focus,midnight,purple,seafoam,Player A was the star player of the round,most-none-all,most-none-all,-1,1,7528,yes
A37HUPFXQZLO2D,english,focus,tan,royalblue,darkorange,Player A made none of his baskets,all-none-few,all-none-few,-3,1,12465,yes
A37HUPFXQZLO2D,english,focus,grey,seafoam,purple,Player C messed up,all-all-none,all-all-none,-2,6,7330,yes
A1CPLS7BLMNMZ7,English,only,lightblue,yellow,brown,Player C placed second,all-all-all,all-all-all,24,1,6599,NA
A1CPLS7BLMNMZ7,English,only,royalblue,wheat,midnight,Most of the players made shots,half-all-all,all-all-half,25,7,6143,NA
A1CPLS7BLMNMZ7,English,only,brown,midnight,royalblue,No player hit none of his shots,none-all-all,all-all-none,26,1,11820,NA
A1CPLS7BLMNMZ7,English,only,lightblue,seafoam,tan,We have a clear winner,half-half-all,half-all-half,27,7,4659,NA
A1CPLS7BLMNMZ7,English,only,lavender,lightblue,pink,Player B tied with Player C,none-none-half,none-half-none,20,1,5045,NA
A1CPLS7BLMNMZ7,English,only,grey,lightorange,pink,Most of the players missed shots,all-all-all,all-all-all,21,1,6767,NA
A1CPLS7BLMNMZ7,English,only,purple,yellow,lightorange,No player hit all of his shots,half-half-half,half-half-half,22,7,5414,NA
A1CPLS7BLMNMZ7,English,only,grey,yellow,midnight,Player A tied with Player B,none-half-half,half-none-half,23,1,5196,NA
A1CPLS7BLMNMZ7,English,only,purple,lavender,lightorange,Player B made no shots,none-half-all,none-half-all,28,1,9789,NA
A1CPLS7BLMNMZ7,English,only,royalblue,lightorange,pink,Exactly one player hit all of his shots,none-half-all,none-all-half,1,7,29339,NA
A1CPLS7BLMNMZ7,English,only,yellow,darkorange,lavender,Player C shot perfectly,none-none-half,half-none-none,0,1,5667,NA
A1CPLS7BLMNMZ7,English,only,grey,midnight,darkorange,Player A placed second,none-half-all,all-half-none,3,1,9976,NA
A1CPLS7BLMNMZ7,English,only,grey,wheat,yellow,All the players are tied,none-none-half,none-none-half,2,1,7601,NA
A1CPLS7BLMNMZ7,English,only,brown,royalblue,tan,Player A shot perfectly,none-none-none,none-none-none,5,1,8863,NA
A1CPLS7BLMNMZ7,English,only,darkorange,lightorange,yellow,No player hit only some of his shots,half-half-half,half-half-half,4,7,8399,NA
A1CPLS7BLMNMZ7,English,only,darkorange,tan,brown,Every player hit only some of his shots,none-half-all,all-none-half,7,1,11950,NA
A1CPLS7BLMNMZ7,English,only,wheat,lightblue,seafoam,Every player hit all of his shots,half-all-all,all-half-all,6,1,4626,NA
A1CPLS7BLMNMZ7,English,only,lightblue,lightorange,grey,We have a clear loser,none-none-half,none-half-none,9,1,8884,NA
A1CPLS7BLMNMZ7,English,only,royalblue,lavender,pink,Player A made no shots,none-none-all,none-none-all,8,7,9550,NA
A1CPLS7BLMNMZ7,English,only,midnight,seafoam,lavender,Someone did better than Player C,none-half-all,all-none-half,11,7,5970,NA
A1CPLS7BLMNMZ7,English,only,yellow,purple,tan,Player A tied with Player C,half-all-all,half-all-all,10,1,10299,NA
A1CPLS7BLMNMZ7,English,only,yellow,midnight,lightorange,Someone did better than Player B,half-half-half,half-half-half,13,1,8160,NA
A1CPLS7BLMNMZ7,English,only,darkorange,pink,royalblue,Someone did better than Player A,none-all-all,none-all-all,12,7,5408,NA
A1CPLS7BLMNMZ7,English,only,lightblue,midnight,seafoam,Player B placed second,none-none-none,none-none-none,15,1,7200,NA
A1CPLS7BLMNMZ7,English,only,lavender,seafoam,royalblue,Every player hit none of his shots,none-half-half,half-none-half,14,1,5574,NA
A1CPLS7BLMNMZ7,English,only,wheat,yellow,lavender,Player C made no shots,half-half-all,half-half-all,17,1,4838,NA
A1CPLS7BLMNMZ7,English,only,lightorange,pink,wheat,Exactly one player hit only some of his shots,none-none-none,none-none-none,16,1,7095,NA
A1CPLS7BLMNMZ7,English,only,wheat,midnight,yellow,Player B shot perfectly,half-all-all,all-all-half,19,7,7220,NA
A1CPLS7BLMNMZ7,English,only,midnight,lightorange,royalblue,Exactly one player hit none of his shots,half-half-all,half-half-all,18,1,5886,NA
A1CPLS7BLMNMZ7,English,only,lightorange,lightblue,midnight,Player A was the star player of the round,most-none-all,most-none-all,-1,1,16841,yes
A1CPLS7BLMNMZ7,English,only,yellow,purple,lavender,Player A made none of his baskets,all-none-few,all-none-few,-3,1,31081,yes
A1CPLS7BLMNMZ7,English,only,lavender,tan,lightblue,Player C messed up,all-all-none,all-all-none,-2,7,34188,no
A3K32JQ0SB1OIE,English,only,lavender,wheat,lightblue,We have a clear winner,half-half-half,half-half-half,24,1,4210,NA
A3K32JQ0SB1OIE,English,only,purple,lavender,pink,Player A made no shots,none-half-all,half-all-none,25,1,5786,NA
A3K32JQ0SB1OIE,English,only,tan,midnight,darkorange,No player hit only some of his shots,none-none-none,none-none-none,26,1,5410,NA
A3K32JQ0SB1OIE,English,only,yellow,lightorange,lavender,Player A tied with Player C,none-none-all,all-none-none,27,1,4922,NA
A3K32JQ0SB1OIE,English,only,yellow,tan,lightblue,Player C placed second,none-half-half,half-none-half,20,1,5637,NA
A3K32JQ0SB1OIE,English,only,purple,brown,darkorange,Exactly one player hit none of his shots,none-half-all,none-half-all,21,7,10831,NA
A3K32JQ0SB1OIE,English,only,lightblue,royalblue,grey,Player C made no shots,none-all-all,all-all-none,22,7,5594,NA
A3K32JQ0SB1OIE,English,only,seafoam,lavender,yellow,Every player hit none of his shots,none-half-half,none-half-half,23,1,8874,NA
A3K32JQ0SB1OIE,English,only,tan,lavender,wheat,Player B placed second,none-half-half,half-none-half,28,1,7818,NA
A3K32JQ0SB1OIE,English,only,purple,lightblue,grey,Player A shot perfectly,none-none-none,none-none-none,1,1,9516,NA
A3K32JQ0SB1OIE,English,only,seafoam,wheat,pink,Someone did better than Player B,half-half-half,half-half-half,0,1,19136,NA
A3K32JQ0SB1OIE,English,only,tan,darkorange,lightblue,Player B tied with Player C,all-all-all,all-all-all,3,4,11026,NA
A3K32JQ0SB1OIE,English,only,lightblue,wheat,darkorange,Player C shot perfectly,all-all-all,all-all-all,2,7,5294,NA
A3K32JQ0SB1OIE,English,only,wheat,seafoam,lightorange,Exactly one player hit only some of his shots,all-all-all,all-all-all,5,1,8714,NA
A3K32JQ0SB1OIE,English,only,grey,yellow,lightorange,No player hit none of his shots,none-none-half,none-none-half,4,1,9405,NA
A3K32JQ0SB1OIE,English,only,brown,grey,seafoam,All the players are tied,half-half-all,all-half-half,7,1,9399,NA
A3K32JQ0SB1OIE,English,only,lightorange,lavender,midnight,Player A placed second,none-none-none,none-none-none,6,1,5742,NA
A3K32JQ0SB1OIE,English,only,lightorange,lavender,grey,We have a clear loser,half-half-half,half-half-half,9,1,6026,NA
A3K32JQ0SB1OIE,English,only,lightorange,seafoam,yellow,Player B made no shots,none-none-half,none-none-half,8,7,8905,NA
A3K32JQ0SB1OIE,English,only,seafoam,lightorange,grey,Exactly one player hit all of his shots,none-none-half,half-none-none,11,7,10649,NA
A3K32JQ0SB1OIE,English,only,wheat,lightblue,seafoam,Most of the players made shots,none-half-half,half-half-none,10,2,5769,NA
A3K32JQ0SB1OIE,English,only,pink,purple,lightorange,Every player hit only some of his shots,none-none-none,none-none-none,13,1,6194,NA
A3K32JQ0SB1OIE,English,only,grey,lightorange,lightblue,Most of the players missed shots,none-all-all,all-none-all,12,1,7210,NA
A3K32JQ0SB1OIE,English,only,pink,yellow,royalblue,Someone did better than Player A,half-half-half,half-half-half,15,1,5686,NA
A3K32JQ0SB1OIE,English,only,grey,seafoam,wheat,Player B shot perfectly,half-half-all,all-half-half,14,1,5850,NA
A3K32JQ0SB1OIE,English,only,lightorange,darkorange,lightblue,Every player hit all of his shots,none-none-half,none-none-half,17,1,6241,NA
A3K32JQ0SB1OIE,English,only,midnight,lightorange,wheat,Someone did better than Player C,none-none-all,all-none-none,16,3,7172,NA
A3K32JQ0SB1OIE,English,only,lightorange,yellow,wheat,No player hit all of his shots,half-half-all,half-half-all,19,1,12530,NA
A3K32JQ0SB1OIE,English,only,lavender,lightorange,wheat,Player A tied with Player B,none-all-all,all-none-all,18,1,4979,NA
A3K32JQ0SB1OIE,English,only,tan,grey,lightorange,Player A was the star player of the round,most-none-all,most-none-all,-1,1,13399,yes
A3K32JQ0SB1OIE,English,only,tan,lavender,seafoam,Player A made none of his baskets,all-none-few,all-none-few,-3,1,36640,yes
A3K32JQ0SB1OIE,English,only,lavender,seafoam,purple,Player C messed up,all-all-none,all-all-none,-2,7,7383,yes
A355HOQUSI7GID,english,only,grey,royalblue,darkorange,Someone did better than Player B,half-half-all,half-all-half,24,1,3435,NA
A355HOQUSI7GID,english,only,midnight,wheat,royalblue,Player B tied with Player C,half-half-all,half-half-all,25,1,3023,NA
A355HOQUSI7GID,english,only,darkorange,midnight,brown,Player A made no shots,none-all-all,none-all-all,26,7,3069,NA
A355HOQUSI7GID,english,only,purple,lavender,grey,Exactly one player hit none of his shots,none-all-all,all-none-all,27,7,5524,NA
A355HOQUSI7GID,english,only,seafoam,brown,tan,We have a clear loser,none-all-all,none-all-all,20,7,3879,NA
A355HOQUSI7GID,english,only,midnight,brown,pink,Player B shot perfectly,none-none-all,none-all-none,21,7,4432,NA
A355HOQUSI7GID,english,only,yellow,lightblue,grey,Exactly one player hit only some of his shots,none-none-all,all-none-none,22,1,6144,NA
A355HOQUSI7GID,english,only,wheat,lightorange,brown,Someone did better than Player A,none-all-all,none-all-all,23,5,9306,NA
A355HOQUSI7GID,english,only,darkorange,purple,seafoam,Player A tied with Player B,half-half-all,all-half-half,28,1,3787,NA
A355HOQUSI7GID,english,only,grey,seafoam,purple,Player B made no shots,none-half-all,half-all-none,1,7,4119,NA
A355HOQUSI7GID,english,only,royalblue,seafoam,yellow,No player hit only some of his shots,half-half-all,all-half-half,0,1,6670,NA
A355HOQUSI7GID,english,only,midnight,seafoam,brown,Player C placed second,none-half-all,half-none-all,3,1,7720,NA
A355HOQUSI7GID,english,only,royalblue,seafoam,wheat,Every player hit only some of his shots,half-half-half,half-half-half,2,1,5887,NA
A355HOQUSI7GID,english,only,seafoam,wheat,midnight,Player C shot perfectly,half-half-all,half-half-all,5,7,3188,NA
A355HOQUSI7GID,english,only,lightorange,brown,lightblue,No player hit none of his shots,half-half-all,half-half-all,4,1,4024,NA
A355HOQUSI7GID,english,only,pink,brown,seafoam,No player hit all of his shots,none-none-all,none-none-all,7,4,10737,NA
A355HOQUSI7GID,english,only,midnight,lavender,seafoam,Player A placed second,none-none-half,none-none-half,6,1,2705,NA
A355HOQUSI7GID,english,only,wheat,tan,brown,Every player hit none of his shots,none-half-all,none-all-half,9,1,2581,NA
A355HOQUSI7GID,english,only,brown,tan,seafoam,Player B placed second,none-none-half,none-half-none,8,1,2072,NA
A355HOQUSI7GID,english,only,brown,seafoam,royalblue,We have a clear winner,half-half-half,half-half-half,11,7,2587,NA
A355HOQUSI7GID,english,only,tan,yellow,grey,Player A shot perfectly,none-none-half,half-none-none,10,6,2400,NA
A355HOQUSI7GID,english,only,brown,midnight,lavender,Every player hit all of his shots,none-none-half,half-none-none,13,2,7113,NA
A355HOQUSI7GID,english,only,darkorange,seafoam,brown,All the players are tied,none-half-half,none-half-half,12,2,4142,NA
A355HOQUSI7GID,english,only,darkorange,midnight,wheat,Someone did better than Player C,all-all-all,all-all-all,15,4,7378,NA
A355HOQUSI7GID,english,only,pink,lightblue,yellow,Most of the players made shots,none-half-all,none-all-half,14,6,2603,NA
A355HOQUSI7GID,english,only,royalblue,seafoam,lavender,Player A tied with Player C,half-half-all,all-half-half,17,1,7784,NA
A355HOQUSI7GID,english,only,royalblue,pink,darkorange,Exactly one player hit all of his shots,all-all-all,all-all-all,16,2,5062,NA
A355HOQUSI7GID,english,only,wheat,royalblue,tan,Most of the players missed shots,none-none-all,none-all-none,19,6,7386,NA
A355HOQUSI7GID,english,only,midnight,pink,brown,Player C made no shots,none-half-all,none-half-all,18,1,6267,NA
A355HOQUSI7GID,english,only,lavender,pink,grey,Player A was the star player of the round,most-none-all,most-none-all,-1,1,9706,yes
A355HOQUSI7GID,english,only,midnight,grey,wheat,Player A made none of his baskets,all-none-few,all-none-few,-3,1,16398,no
A355HOQUSI7GID,english,only,brown,seafoam,yellow,Player C messed up,all-all-none,all-all-none,-2,7,4892,yes
