workerid,language,subjectCondition,player1color,player2color,player3color,sentence,condition,conditionOrder,trialnum,response,rt,trainingCorrect
ATPPB00USEHLF,English,only,purple,pink,tan,Player C made no shots,all-all-all,all-all-all,24,1,2661,NA
ATPPB00USEHLF,English,only,purple,lavender,darkorange,Player A tied with Player C,none-none-none,none-none-none,25,7,2798,NA
ATPPB00USEHLF,English,only,lightblue,purple,royalblue,Every player hit all of his shots,none-all-all,none-all-all,26,1,3181,NA
ATPPB00USEHLF,English,only,brown,midnight,lightorange,Every player hit none of his shots,none-all-all,all-none-all,27,1,5803,NA
ATPPB00USEHLF,English,only,seafoam,midnight,pink,We have a clear winner,none-half-half,none-half-half,20,1,3025,NA
ATPPB00USEHLF,English,only,purple,wheat,lightblue,Exactly one player hit none of his shots,half-half-all,half-all-half,21,1,4459,NA
ATPPB00USEHLF,English,only,darkorange,tan,lightorange,Most of the players missed shots,none-none-none,none-none-none,22,7,3011,NA
ATPPB00USEHLF,English,only,lightorange,royalblue,wheat,Player A tied with Player B,half-half-all,half-half-all,23,7,4502,NA
ATPPB00USEHLF,English,only,yellow,lightorange,brown,Player A placed second,none-half-half,half-none-half,28,2,5263,NA
ATPPB00USEHLF,English,only,brown,grey,seafoam,No player hit only some of his shots,none-none-none,none-none-none,1,2,13876,NA
ATPPB00USEHLF,English,only,brown,pink,yellow,Player B made no shots,all-all-all,all-all-all,0,1,6716,NA
ATPPB00USEHLF,English,only,seafoam,lightblue,grey,Player A shot perfectly,all-all-all,all-all-all,3,7,3676,NA
ATPPB00USEHLF,English,only,brown,grey,lavender,Player B placed second,none-half-all,half-none-all,2,1,7245,NA
ATPPB00USEHLF,English,only,yellow,seafoam,tan,No player hit none of his shots,none-all-all,all-all-none,5,1,8272,NA
ATPPB00USEHLF,English,only,lightorange,royalblue,yellow,Player A made no shots,none-none-none,none-none-none,4,7,3900,NA
ATPPB00USEHLF,English,only,yellow,lightblue,brown,Player C placed second,none-all-all,all-none-all,7,2,10474,NA
ATPPB00USEHLF,English,only,seafoam,purple,yellow,Exactly one player hit all of his shots,all-all-all,all-all-all,6,1,4622,NA
ATPPB00USEHLF,English,only,lavender,brown,lightblue,Player B shot perfectly,none-half-half,half-none-half,9,1,3306,NA
ATPPB00USEHLF,English,only,lightblue,brown,yellow,Someone did better than Player B,none-all-all,none-all-all,8,1,4679,NA
ATPPB00USEHLF,English,only,purple,pink,lightblue,Someone did better than Player A,all-all-all,all-all-all,11,1,3741,NA
ATPPB00USEHLF,English,only,royalblue,midnight,purple,Most of the players made shots,none-half-all,all-none-half,10,6,6925,NA
ATPPB00USEHLF,English,only,tan,pink,yellow,Player B tied with Player C,half-half-all,all-half-half,13,7,5196,NA
ATPPB00USEHLF,English,only,yellow,midnight,lightblue,We have a clear loser,all-all-all,all-all-all,12,1,4405,NA
ATPPB00USEHLF,English,only,lavender,seafoam,darkorange,Player C shot perfectly,none-half-all,half-all-none,15,1,3531,NA
ATPPB00USEHLF,English,only,yellow,lavender,grey,Every player hit only some of his shots,none-none-none,none-none-none,14,1,6784,NA
ATPPB00USEHLF,English,only,wheat,grey,seafoam,No player hit all of his shots,half-half-all,half-half-all,17,1,4764,NA
ATPPB00USEHLF,English,only,grey,lightblue,yellow,Someone did better than Player C,none-none-all,none-all-none,16,7,3565,NA
ATPPB00USEHLF,English,only,midnight,lightorange,brown,All the players are tied,half-half-half,half-half-half,19,7,3684,NA
ATPPB00USEHLF,English,only,wheat,purple,grey,Exactly one player hit only some of his shots,none-half-all,none-all-half,18,7,9017,NA
ATPPB00USEHLF,English,only,royalblue,brown,lavender,Player A was the star player of the round,most-none-all,most-none-all,-1,1,9265,yes
ATPPB00USEHLF,English,only,tan,lightorange,midnight,Player A made none of his baskets,all-none-few,all-none-few,-3,1,15619,yes
ATPPB00USEHLF,English,only,brown,pink,darkorange,Player C messed up,all-all-none,all-all-none,-2,6,11490,yes
A1SVK98CS3XZPB,English,focus,darkorange,yellow,brown,All the players are tied,none-none-none,none-none-none,24,7,2432,NA
A1SVK98CS3XZPB,English,focus,lightblue,wheat,darkorange,No player hit <b>ALL</b> of his shots,none-none-half,none-half-none,25,7,4886,NA
A1SVK98CS3XZPB,English,focus,purple,midnight,lightblue,Player A tied with Player C,half-half-half,half-half-half,26,7,5959,NA
A1SVK98CS3XZPB,English,focus,wheat,lightorange,royalblue,Player A tied with Player B,half-all-all,all-all-half,27,7,3284,NA
A1SVK98CS3XZPB,English,focus,wheat,midnight,royalblue,Player A placed second,none-none-half,none-half-none,20,1,4426,NA
A1SVK98CS3XZPB,English,focus,lightorange,yellow,lightblue,Exactly one player hit <b>NONE</b> of his shots,none-none-all,none-none-all,21,1,7531,NA
A1SVK98CS3XZPB,English,focus,seafoam,midnight,darkorange,Someone did better than Player A,none-none-none,none-none-none,22,1,3909,NA
A1SVK98CS3XZPB,English,focus,yellow,lightorange,darkorange,Player C placed second,none-half-all,half-all-none,23,1,3420,NA
A1SVK98CS3XZPB,English,focus,pink,royalblue,lightblue,Player B made no shots,none-all-all,none-all-all,28,1,2858,NA
A1SVK98CS3XZPB,English,focus,grey,darkorange,lavender,We have a clear winner,half-all-all,all-half-all,1,1,4375,NA
A1SVK98CS3XZPB,English,focus,royalblue,wheat,midnight,Player C made no shots,half-all-all,all-all-half,0,1,5025,NA
A1SVK98CS3XZPB,English,focus,darkorange,brown,grey,Most of the players missed shots,none-none-all,none-all-none,3,7,4846,NA
A1SVK98CS3XZPB,English,focus,pink,lavender,darkorange,No player hit <b>NONE</b> of his shots,none-none-all,none-none-all,2,1,5828,NA
A1SVK98CS3XZPB,English,focus,seafoam,royalblue,pink,Exactly one player hit <b>ALL</b> of his shots,none-none-none,none-none-none,5,1,4534,NA
A1SVK98CS3XZPB,English,focus,midnight,purple,lavender,We have a clear loser,half-half-half,half-half-half,4,1,3853,NA
A1SVK98CS3XZPB,English,focus,brown,lightblue,lavender,Player A shot perfectly,none-half-all,all-none-half,7,7,4361,NA
A1SVK98CS3XZPB,English,focus,seafoam,darkorange,lightorange,Every player hit <b>ALL</b> of his shots,half-half-all,half-half-all,6,1,3131,NA
A1SVK98CS3XZPB,English,focus,seafoam,brown,lavender,Every player hit <b>SOME</b> of his shots,half-all-all,all-all-half,9,7,5374,NA
A1SVK98CS3XZPB,English,focus,grey,yellow,lightblue,No player hit <b>SOME</b> of his shots,none-none-half,none-half-none,8,1,6548,NA
A1SVK98CS3XZPB,English,focus,lightblue,seafoam,royalblue,Exactly one player hit <b>SOME</b> of his shots,half-all-all,half-all-all,11,1,6037,NA
A1SVK98CS3XZPB,English,focus,lavender,pink,lightblue,Someone did better than Player C,none-half-all,all-half-none,10,7,3807,NA
A1SVK98CS3XZPB,English,focus,grey,wheat,midnight,Most of the players made shots,none-half-all,all-none-half,13,7,6526,NA
A1SVK98CS3XZPB,English,focus,grey,tan,seafoam,Player C shot perfectly,none-all-all,all-none-all,12,7,3028,NA
A1SVK98CS3XZPB,English,focus,pink,tan,wheat,Player B tied with Player C,none-none-none,none-none-none,15,7,4291,NA
A1SVK98CS3XZPB,English,focus,royalblue,midnight,yellow,Every player hit <b>NONE</b> of his shots,none-half-half,half-half-none,14,1,3999,NA
A1SVK98CS3XZPB,English,focus,yellow,pink,tan,Player A made no shots,half-all-all,half-all-all,17,1,3746,NA
A1SVK98CS3XZPB,English,focus,darkorange,midnight,royalblue,Player B shot perfectly,none-none-all,none-all-none,16,7,3201,NA
A1SVK98CS3XZPB,English,focus,grey,yellow,tan,Player B placed second,none-half-all,half-none-all,19,1,3832,NA
A1SVK98CS3XZPB,English,focus,pink,tan,royalblue,Someone did better than Player B,none-none-half,half-none-none,18,7,3809,NA
A1SVK98CS3XZPB,English,focus,darkorange,seafoam,lightorange,Player A was the star player of the round,most-none-all,most-none-all,-1,1,17658,no
A1SVK98CS3XZPB,English,focus,darkorange,midnight,royalblue,Player A made none of his baskets,all-none-few,all-none-few,-3,1,17054,yes
A1SVK98CS3XZPB,English,focus,midnight,purple,lightblue,Player C messed up,all-all-none,all-all-none,-2,7,7776,yes
A2ZBYVQLDUZOV7,english,focus,lightorange,darkorange,purple,Player B made no shots,half-all-all,all-all-half,24,1,5332,NA
A2ZBYVQLDUZOV7,english,focus,darkorange,brown,seafoam,Someone did better than Player C,none-half-half,none-half-half,25,1,4814,NA
A2ZBYVQLDUZOV7,english,focus,lightblue,tan,royalblue,Every player hit <b>ALL</b> of his shots,none-none-all,none-all-none,26,1,4934,NA
A2ZBYVQLDUZOV7,english,focus,purple,midnight,grey,No player hit <b>SOME</b> of his shots,none-none-all,all-none-none,27,1,5607,NA
A2ZBYVQLDUZOV7,english,focus,royalblue,brown,grey,Player B placed second,none-none-half,none-half-none,20,1,5679,NA
A2ZBYVQLDUZOV7,english,focus,grey,wheat,brown,We have a clear loser,none-all-all,all-none-all,21,7,5446,NA
A2ZBYVQLDUZOV7,english,focus,midnight,royalblue,tan,Player C placed second,none-all-all,all-all-none,22,1,5966,NA
A2ZBYVQLDUZOV7,english,focus,lavender,seafoam,yellow,Player B shot perfectly,half-half-half,half-half-half,23,1,5247,NA
A2ZBYVQLDUZOV7,english,focus,pink,midnight,wheat,No player hit <b>NONE</b> of his shots,none-none-half,none-none-half,28,1,3533,NA
A2ZBYVQLDUZOV7,english,focus,lightblue,purple,tan,Player A placed second,all-all-all,all-all-all,1,3,20452,NA
A2ZBYVQLDUZOV7,english,focus,lightblue,tan,pink,Player A made no shots,half-half-half,half-half-half,0,1,7376,NA
A2ZBYVQLDUZOV7,english,focus,midnight,lavender,brown,Player C shot perfectly,none-half-half,half-none-half,3,1,6965,NA
A2ZBYVQLDUZOV7,english,focus,brown,lightorange,seafoam,We have a clear winner,none-half-all,half-none-all,2,7,5006,NA
A2ZBYVQLDUZOV7,english,focus,seafoam,lightblue,yellow,Every player hit <b>SOME</b> of his shots,none-none-all,none-all-none,5,1,5071,NA
A2ZBYVQLDUZOV7,english,focus,wheat,seafoam,lightorange,Most of the players made shots,none-all-all,all-all-none,4,1,5511,NA
A2ZBYVQLDUZOV7,english,focus,purple,lightorange,tan,No player hit <b>ALL</b> of his shots,none-all-all,all-all-none,7,1,20775,NA
A2ZBYVQLDUZOV7,english,focus,darkorange,wheat,yellow,Someone did better than Player A,none-none-none,none-none-none,6,1,10187,NA
A2ZBYVQLDUZOV7,english,focus,lavender,yellow,darkorange,Player A tied with Player B,half-all-all,all-half-all,9,1,5879,NA
A2ZBYVQLDUZOV7,english,focus,pink,wheat,royalblue,Exactly one player hit <b>SOME</b> of his shots,none-half-all,all-half-none,8,1,22214,NA
A2ZBYVQLDUZOV7,english,focus,lightblue,darkorange,seafoam,Player A tied with Player C,all-all-all,all-all-all,11,7,5584,NA
A2ZBYVQLDUZOV7,english,focus,seafoam,pink,lightorange,All the players are tied,none-half-all,none-all-half,10,1,5134,NA
A2ZBYVQLDUZOV7,english,focus,grey,midnight,lavender,Every player hit <b>NONE</b> of his shots,none-none-none,none-none-none,13,7,4854,NA
A2ZBYVQLDUZOV7,english,focus,darkorange,midnight,purple,Most of the players missed shots,half-half-half,half-half-half,12,7,4702,NA
A2ZBYVQLDUZOV7,english,focus,lightblue,midnight,purple,Exactly one player hit <b>ALL</b> of his shots,half-half-all,half-half-all,15,7,10853,NA
A2ZBYVQLDUZOV7,english,focus,midnight,lightorange,brown,Player A shot perfectly,none-none-all,none-none-all,14,1,6493,NA
A2ZBYVQLDUZOV7,english,focus,darkorange,tan,yellow,Player C made no shots,none-none-all,none-all-none,17,7,5663,NA
A2ZBYVQLDUZOV7,english,focus,lightblue,darkorange,midnight,Exactly one player hit <b>NONE</b> of his shots,half-all-all,all-half-all,16,1,4870,NA
A2ZBYVQLDUZOV7,english,focus,lightorange,lightblue,pink,Someone did better than Player B,none-half-half,none-half-half,19,1,6918,NA
A2ZBYVQLDUZOV7,english,focus,midnight,royalblue,tan,Player B tied with Player C,half-half-all,all-half-half,18,7,4918,NA
A2ZBYVQLDUZOV7,english,focus,wheat,yellow,darkorange,Player A was the star player of the round,most-none-all,most-none-all,-1,1,11101,yes
A2ZBYVQLDUZOV7,english,focus,yellow,grey,midnight,Player A made none of his baskets,all-none-few,all-none-few,-3,1,12364,yes
A2ZBYVQLDUZOV7,english,focus,wheat,yellow,midnight,Player C messed up,all-all-none,all-all-none,-2,7,7051,yes
A6ZAKE3FP8YKY,English,focus,darkorange,seafoam,grey,Exactly one player hit <b>ALL</b> of his shots,none-half-all,all-none-half,24,7,9277,NA
A6ZAKE3FP8YKY,English,focus,lightblue,yellow,grey,Player A tied with Player C,none-half-half,none-half-half,25,1,6388,NA
A6ZAKE3FP8YKY,English,focus,midnight,pink,brown,Most of the players made shots,none-half-all,half-all-none,26,7,4950,NA
A6ZAKE3FP8YKY,English,focus,brown,pink,tan,Player B placed second,none-all-all,all-none-all,27,7,6652,NA
A6ZAKE3FP8YKY,English,focus,midnight,lavender,seafoam,Player A made no shots,all-all-all,all-all-all,20,1,3638,NA
A6ZAKE3FP8YKY,English,focus,royalblue,tan,yellow,Player A shot perfectly,half-half-half,half-half-half,21,1,7758,NA
A6ZAKE3FP8YKY,English,focus,lightblue,wheat,midnight,Player C made no shots,none-none-half,none-half-none,22,7,2623,NA
A6ZAKE3FP8YKY,English,focus,brown,tan,yellow,Every player hit <b>ALL</b> of his shots,none-none-half,none-none-half,23,1,9851,NA
A6ZAKE3FP8YKY,English,focus,lavender,wheat,seafoam,Exactly one player hit <b>NONE</b> of his shots,none-half-all,half-none-all,28,7,5167,NA
A6ZAKE3FP8YKY,English,focus,lavender,darkorange,purple,We have a clear winner,half-all-all,all-all-half,1,1,5764,NA
A6ZAKE3FP8YKY,English,focus,seafoam,darkorange,pink,Player A placed second,none-all-all,all-none-all,0,4,8506,NA
A6ZAKE3FP8YKY,English,focus,yellow,brown,darkorange,Player B tied with Player C,none-half-half,half-half-none,3,1,5309,NA
A6ZAKE3FP8YKY,English,focus,brown,lavender,tan,No player hit <b>ALL</b> of his shots,none-none-half,none-none-half,2,7,6500,NA
A6ZAKE3FP8YKY,English,focus,purple,lightorange,midnight,Player B shot perfectly,none-half-all,half-none-all,5,1,3271,NA
A6ZAKE3FP8YKY,English,focus,lightorange,brown,seafoam,No player hit <b>SOME</b> of his shots,none-none-none,none-none-none,4,7,9922,NA
A6ZAKE3FP8YKY,English,focus,lightorange,yellow,purple,We have a clear loser,none-none-none,none-none-none,7,1,4333,NA
A6ZAKE3FP8YKY,English,focus,purple,grey,seafoam,All the players are tied,none-none-half,none-none-half,6,1,3892,NA
A6ZAKE3FP8YKY,English,focus,lightorange,yellow,royalblue,Player A tied with Player B,none-none-none,none-none-none,9,5,5434,NA
A6ZAKE3FP8YKY,English,focus,brown,lightorange,grey,Every player hit <b>NONE</b> of his shots,half-half-half,half-half-half,8,1,3991,NA
A6ZAKE3FP8YKY,English,focus,midnight,lightblue,royalblue,Exactly one player hit <b>SOME</b> of his shots,none-all-all,all-none-all,11,1,5795,NA
A6ZAKE3FP8YKY,English,focus,purple,brown,yellow,Someone did better than Player B,none-half-half,half-half-none,10,1,5344,NA
A6ZAKE3FP8YKY,English,focus,seafoam,pink,lightblue,Someone did better than Player C,half-all-all,half-all-all,13,1,5622,NA
A6ZAKE3FP8YKY,English,focus,midnight,wheat,lavender,Player C shot perfectly,none-half-half,none-half-half,12,1,2860,NA
A6ZAKE3FP8YKY,English,focus,yellow,grey,wheat,No player hit <b>NONE</b> of his shots,none-none-none,none-none-none,15,1,5885,NA
A6ZAKE3FP8YKY,English,focus,purple,brown,grey,Most of the players missed shots,half-half-all,all-half-half,14,6,4253,NA
A6ZAKE3FP8YKY,English,focus,lavender,brown,yellow,Someone did better than Player A,half-half-all,half-half-all,17,7,3237,NA
A6ZAKE3FP8YKY,English,focus,lightorange,wheat,darkorange,Every player hit <b>SOME</b> of his shots,half-all-all,all-half-all,16,7,3679,NA
A6ZAKE3FP8YKY,English,focus,purple,darkorange,tan,Player B made no shots,none-half-all,half-none-all,19,7,3492,NA
A6ZAKE3FP8YKY,English,focus,yellow,tan,purple,Player C placed second,half-all-all,all-half-all,18,3,7309,NA
A6ZAKE3FP8YKY,English,focus,pink,brown,midnight,Player A was the star player of the round,most-none-all,most-none-all,-1,1,6744,yes
A6ZAKE3FP8YKY,English,focus,lavender,darkorange,yellow,Player A made none of his baskets,all-none-few,all-none-few,-3,1,9567,yes
A6ZAKE3FP8YKY,English,focus,pink,purple,royalblue,Player C messed up,all-all-none,all-all-none,-2,7,6560,yes
AAT1C3DBIYJRX,English,only,grey,midnight,brown,Someone did better than Player B,none-all-all,all-all-none,24,1,2635,NA
AAT1C3DBIYJRX,English,only,midnight,tan,pink,No player hit all of his shots,none-none-none,none-none-none,25,5,4328,NA
AAT1C3DBIYJRX,English,only,grey,pink,royalblue,Player B shot perfectly,none-all-all,none-all-all,26,7,2699,NA
AAT1C3DBIYJRX,English,only,seafoam,lightblue,lightorange,Most of the players missed shots,none-none-half,half-none-none,27,6,4872,NA
AAT1C3DBIYJRX,English,only,seafoam,darkorange,lightorange,Player C made no shots,half-half-half,half-half-half,20,1,2435,NA
AAT1C3DBIYJRX,English,only,lavender,wheat,midnight,We have a clear winner,half-half-half,half-half-half,21,1,3466,NA
AAT1C3DBIYJRX,English,only,lightorange,grey,wheat,No player hit none of his shots,half-half-all,all-half-half,22,7,4076,NA
AAT1C3DBIYJRX,English,only,pink,purple,tan,Every player hit none of his shots,all-all-all,all-all-all,23,1,4172,NA
AAT1C3DBIYJRX,English,only,lightblue,tan,yellow,Exactly one player hit all of his shots,half-all-all,all-all-half,28,1,2248,NA
AAT1C3DBIYJRX,English,only,seafoam,wheat,brown,Player A shot perfectly,none-none-none,none-none-none,1,1,3140,NA
AAT1C3DBIYJRX,English,only,tan,brown,purple,Player C placed second,none-half-all,half-all-none,0,1,7834,NA
AAT1C3DBIYJRX,English,only,brown,purple,lightblue,All the players are tied,none-half-half,none-half-half,3,1,2498,NA
AAT1C3DBIYJRX,English,only,lavender,royalblue,seafoam,No player hit only some of his shots,none-half-all,half-none-all,2,6,15121,NA
AAT1C3DBIYJRX,English,only,lavender,tan,seafoam,Exactly one player hit only some of his shots,half-half-all,half-all-half,5,1,4186,NA
AAT1C3DBIYJRX,English,only,royalblue,midnight,grey,Every player hit all of his shots,half-all-all,all-half-all,4,1,3106,NA
AAT1C3DBIYJRX,English,only,grey,lavender,darkorange,Player A tied with Player C,half-half-half,half-half-half,7,6,5889,NA
AAT1C3DBIYJRX,English,only,darkorange,seafoam,wheat,Someone did better than Player A,half-half-all,half-half-all,6,7,2607,NA
AAT1C3DBIYJRX,English,only,yellow,purple,grey,We have a clear loser,none-all-all,all-all-none,9,7,3357,NA
AAT1C3DBIYJRX,English,only,grey,midnight,royalblue,Player B tied with Player C,none-none-half,half-none-none,8,7,3638,NA
AAT1C3DBIYJRX,English,only,grey,lightblue,darkorange,Most of the players made shots,none-half-all,half-all-none,11,7,6998,NA
AAT1C3DBIYJRX,English,only,brown,royalblue,darkorange,Player B made no shots,none-half-half,half-none-half,10,7,2701,NA
AAT1C3DBIYJRX,English,only,royalblue,yellow,lavender,Player A made no shots,none-all-all,all-all-none,13,1,1858,NA
AAT1C3DBIYJRX,English,only,royalblue,pink,wheat,Player C shot perfectly,none-all-all,all-all-none,12,1,2060,NA
AAT1C3DBIYJRX,English,only,royalblue,grey,lightorange,Player B placed second,half-half-all,all-half-half,15,5,3606,NA
AAT1C3DBIYJRX,English,only,royalblue,midnight,grey,Exactly one player hit none of his shots,none-none-half,half-none-none,14,1,3201,NA
AAT1C3DBIYJRX,English,only,lightblue,pink,wheat,Player A placed second,half-half-half,half-half-half,17,1,4763,NA
AAT1C3DBIYJRX,English,only,purple,royalblue,darkorange,Every player hit only some of his shots,none-none-half,none-none-half,16,1,3153,NA
AAT1C3DBIYJRX,English,only,midnight,lightblue,wheat,Someone did better than Player C,none-none-half,none-half-none,19,6,4186,NA
AAT1C3DBIYJRX,English,only,darkorange,purple,royalblue,Player A tied with Player B,none-half-all,all-none-half,18,1,2700,NA
AAT1C3DBIYJRX,English,only,lavender,pink,royalblue,Player A was the star player of the round,most-none-all,most-none-all,-1,1,13341,yes
AAT1C3DBIYJRX,English,only,lightblue,lightorange,brown,Player A made none of his baskets,all-none-few,all-none-few,-3,1,10168,yes
AAT1C3DBIYJRX,English,only,lightorange,royalblue,tan,Player C messed up,all-all-none,all-all-none,-2,6,6139,yes
AZLBLEDRP6UYM,English,focus,darkorange,yellow,lavender,Player A placed second,none-half-half,half-half-none,24,4,9910,NA
AZLBLEDRP6UYM,English,focus,wheat,midnight,darkorange,Every player hit <b>ALL</b> of his shots,half-half-all,all-half-half,25,1,3722,NA
AZLBLEDRP6UYM,English,focus,tan,seafoam,lavender,Player B tied with Player C,none-none-all,all-none-none,26,7,2500,NA
AZLBLEDRP6UYM,English,focus,yellow,midnight,grey,Most of the players made shots,none-none-all,none-all-none,27,1,2478,NA
AZLBLEDRP6UYM,English,focus,lavender,yellow,darkorange,Player C shot perfectly,all-all-all,all-all-all,20,7,2621,NA
AZLBLEDRP6UYM,English,focus,purple,tan,brown,Every player hit <b>SOME</b> of his shots,none-all-all,all-none-all,21,1,3632,NA
AZLBLEDRP6UYM,English,focus,purple,pink,darkorange,Player A made no shots,none-half-half,half-half-none,22,1,2478,NA
AZLBLEDRP6UYM,English,focus,lightblue,brown,purple,Player B made no shots,none-all-all,all-none-all,23,7,2520,NA
AZLBLEDRP6UYM,English,focus,grey,brown,lightblue,No player hit <b>NONE</b> of his shots,none-half-all,none-half-all,28,1,2832,NA
AZLBLEDRP6UYM,English,focus,lavender,pink,royalblue,Someone did better than Player A,none-none-none,none-none-none,1,1,4793,NA
AZLBLEDRP6UYM,English,focus,brown,pink,wheat,No player hit <b>SOME</b> of his shots,none-none-none,none-none-none,0,7,5666,NA
AZLBLEDRP6UYM,English,focus,seafoam,lavender,purple,No player hit <b>ALL</b> of his shots,half-half-half,half-half-half,3,7,3254,NA
AZLBLEDRP6UYM,English,focus,seafoam,wheat,pink,Player C made no shots,none-none-all,all-none-none,2,7,3210,NA
AZLBLEDRP6UYM,English,focus,yellow,wheat,purple,Player C placed second,all-all-all,all-all-all,5,1,3583,NA
AZLBLEDRP6UYM,English,focus,lightblue,pink,midnight,Someone did better than Player B,none-all-all,none-all-all,4,1,4916,NA
AZLBLEDRP6UYM,English,focus,pink,brown,purple,Player A tied with Player C,none-half-all,none-all-half,7,1,3217,NA
AZLBLEDRP6UYM,English,focus,purple,lavender,lightorange,Every player hit <b>NONE</b> of his shots,half-half-half,half-half-half,6,1,3322,NA
AZLBLEDRP6UYM,English,focus,midnight,darkorange,brown,Exactly one player hit <b>NONE</b> of his shots,none-all-all,all-none-all,9,7,4087,NA
AZLBLEDRP6UYM,English,focus,pink,midnight,royalblue,Someone did better than Player C,all-all-all,all-all-all,8,1,3079,NA
AZLBLEDRP6UYM,English,focus,midnight,purple,royalblue,Most of the players missed shots,none-half-half,half-none-half,11,7,4852,NA
AZLBLEDRP6UYM,English,focus,tan,brown,darkorange,Exactly one player hit <b>SOME</b> of his shots,none-half-all,all-half-none,10,7,4072,NA
AZLBLEDRP6UYM,English,focus,purple,seafoam,lightblue,Exactly one player hit <b>ALL</b> of his shots,half-half-all,half-all-half,13,7,5000,NA
AZLBLEDRP6UYM,English,focus,purple,yellow,seafoam,Player A tied with Player B,half-all-all,all-half-all,12,1,4046,NA
AZLBLEDRP6UYM,English,focus,lightorange,brown,royalblue,All the players are tied,none-all-all,all-all-none,15,1,2911,NA
AZLBLEDRP6UYM,English,focus,lavender,wheat,tan,Player B shot perfectly,none-none-none,none-none-none,14,1,2541,NA
AZLBLEDRP6UYM,English,focus,lightorange,royalblue,lavender,Player A shot perfectly,none-half-half,half-none-half,17,1,1850,NA
AZLBLEDRP6UYM,English,focus,seafoam,grey,midnight,We have a clear loser,none-none-all,none-all-none,16,1,3444,NA
AZLBLEDRP6UYM,English,focus,seafoam,royalblue,grey,We have a clear winner,none-none-half,half-none-none,19,7,2737,NA
AZLBLEDRP6UYM,English,focus,midnight,seafoam,royalblue,Player B placed second,none-half-all,all-none-half,18,1,2362,NA
AZLBLEDRP6UYM,English,focus,brown,wheat,royalblue,Player A was the star player of the round,most-none-all,most-none-all,-1,1,6724,yes
AZLBLEDRP6UYM,English,focus,tan,pink,purple,Player A made none of his baskets,all-none-few,all-none-few,-3,1,17991,yes
AZLBLEDRP6UYM,English,focus,royalblue,darkorange,lightorange,Player C messed up,all-all-none,all-all-none,-2,7,5640,yes
A2ZPPK5U8M3U2Z,English,focus,seafoam,yellow,wheat,Someone did better than Player B,all-all-all,all-all-all,24,1,4053,NA
A2ZPPK5U8M3U2Z,English,focus,tan,purple,lavender,No player hit <b>SOME</b> of his shots,none-none-half,none-none-half,25,1,3689,NA
A2ZPPK5U8M3U2Z,English,focus,midnight,tan,purple,Every player hit <b>NONE</b> of his shots,half-half-half,half-half-half,26,1,3063,NA
A2ZPPK5U8M3U2Z,English,focus,purple,yellow,darkorange,No player hit <b>NONE</b> of his shots,half-half-all,half-all-half,27,6,10448,NA
A2ZPPK5U8M3U2Z,English,focus,darkorange,lavender,midnight,Someone did better than Player C,none-none-half,half-none-none,20,7,4532,NA
A2ZPPK5U8M3U2Z,English,focus,lavender,wheat,tan,No player hit <b>ALL</b> of his shots,half-half-half,half-half-half,21,7,3622,NA
A2ZPPK5U8M3U2Z,English,focus,lavender,darkorange,royalblue,Player A placed second,none-all-all,all-none-all,22,1,3731,NA
A2ZPPK5U8M3U2Z,English,focus,purple,royalblue,midnight,Exactly one player hit <b>SOME</b> of his shots,none-none-none,none-none-none,23,1,5072,NA
A2ZPPK5U8M3U2Z,English,focus,pink,midnight,lightorange,Someone did better than Player A,none-all-all,all-all-none,28,1,5017,NA
A2ZPPK5U8M3U2Z,English,focus,pink,brown,wheat,Player B made no shots,none-none-none,none-none-none,1,6,3608,NA
A2ZPPK5U8M3U2Z,English,focus,midnight,lightblue,purple,All the players are tied,none-none-none,none-none-none,0,6,5493,NA
A2ZPPK5U8M3U2Z,English,focus,yellow,lightblue,grey,Exactly one player hit <b>NONE</b> of his shots,none-none-half,none-half-none,3,1,5012,NA
A2ZPPK5U8M3U2Z,English,focus,purple,lavender,lightblue,Exactly one player hit <b>ALL</b> of his shots,none-half-all,half-all-none,2,6,5021,NA
A2ZPPK5U8M3U2Z,English,focus,lightblue,brown,purple,Player A shot perfectly,half-half-all,all-half-half,5,6,4028,NA
A2ZPPK5U8M3U2Z,English,focus,pink,lightorange,purple,Player B shot perfectly,none-none-half,half-none-none,4,1,5036,NA
A2ZPPK5U8M3U2Z,English,focus,lightorange,lightblue,yellow,We have a clear winner,none-half-half,none-half-half,7,1,5253,NA
A2ZPPK5U8M3U2Z,English,focus,yellow,lavender,seafoam,Player A tied with Player B,none-half-half,half-half-none,6,6,3692,NA
A2ZPPK5U8M3U2Z,English,focus,seafoam,lavender,purple,Player A made no shots,none-all-all,none-all-all,9,7,3445,NA
A2ZPPK5U8M3U2Z,English,focus,lavender,brown,darkorange,Player C made no shots,none-none-half,none-half-none,8,7,4302,NA
A2ZPPK5U8M3U2Z,English,focus,tan,lightblue,darkorange,Player A tied with Player C,all-all-all,all-all-all,11,4,6415,NA
A2ZPPK5U8M3U2Z,English,focus,yellow,lightblue,tan,We have a clear loser,none-none-half,none-none-half,10,1,4016,NA
A2ZPPK5U8M3U2Z,English,focus,tan,darkorange,pink,Player C shot perfectly,none-none-all,none-none-all,13,7,3489,NA
A2ZPPK5U8M3U2Z,English,focus,lavender,lightorange,seafoam,Every player hit <b>ALL</b> of his shots,none-half-all,half-none-all,12,1,3486,NA
