workerid,language,tournamentCondition,player1color,player2color,player3color,sentence,condition,conditionOrder,correctAnswer,advancesCorrectFirstTime,advances,trialnum,response,rt,trainingCorrect
A12J4IRF5Z06BT,English,any advances,grey,midnight,purple,Every player hit all of his shots,none-none-half,none-half-none,B,yes,B,18,1,6854,NA
A12J4IRF5Z06BT,English,any advances,midnight,grey,lavender,Player A was the star player of the round,most-none-all,most-none-all,A-C,yes,A-C,-1,1,34174,no
A12J4IRF5Z06BT,English,any advances,lightorange,pink,lavender,Player C messed up,all-all-none,all-all-none,A-B,yes,A-B,-3,7,17615,yes
A12J4IRF5Z06BT,English,any advances,yellow,darkorange,grey,Player B will advance to the next round,all-few-none,all-few-none,A-B,yes,A-B,-2,7,12145,yes
A1FTGHYEU1T71Y,English,any advances,royalblue,seafoam,lavender,Player B made shots,none-all-all,all-all-none,A-B,yes,A-B,24,4,15537,NA
A1FTGHYEU1T71Y,English,any advances,lightorange,royalblue,midnight,Player A will advance,half-half-all,all-half-half,A-B-C,yes,A-B-C,25,7,7774,NA
A1FTGHYEU1T71Y,English,any advances,yellow,royalblue,pink,One player will advance,none-none-none,none-none-none,none,yes,none,26,1,3625,NA
A1FTGHYEU1T71Y,English,any advances,lavender,grey,yellow,Player C made shots,none-all-all,all-all-none,A-B,yes,A-B,27,1,6395,NA
A1FTGHYEU1T71Y,English,any advances,pink,yellow,darkorange,Exactly one player hit some of his shots,half-half-all,all-half-half,A-B-C,yes,A-B-C,20,1,9719,NA
A1FTGHYEU1T71Y,English,any advances,seafoam,lightblue,wheat,Two players will advance,none-none-all,all-none-none,A,yes,A,21,1,5506,NA
A1FTGHYEU1T71Y,English,any advances,wheat,darkorange,pink,Every player hit none of his shots,none-none-half,half-none-none,A,yes,A,22,1,8389,NA
A1FTGHYEU1T71Y,English,any advances,royalblue,seafoam,lightblue,No player hit none of his shots,none-none-half,none-none-half,C,yes,C,23,1,6481,NA
A1FTGHYEU1T71Y,English,any advances,darkorange,lightblue,brown,No player hit some of his shots,none-none-all,none-all-none,B,yes,B,28,1,7419,NA
A1FTGHYEU1T71Y,English,any advances,royalblue,lavender,wheat,At least one player will advance,all-all-all,all-all-all,A-B-C,yes,A-B-C,1,1,13498,NA
A1FTGHYEU1T71Y,English,any advances,brown,grey,yellow,Player C will be disappointed,none-half-all,none-all-half,B-C,yes,B-C,0,2,11044,NA
A1FTGHYEU1T71Y,English,any advances,wheat,yellow,purple,Player A will be pleased,none-half-half,half-half-none,A-B,yes,A-B,3,3,12635,NA
A1FTGHYEU1T71Y,English,any advances,grey,lavender,midnight,Player C will advance,half-all-all,half-all-all,A-B-C,yes,A-B-C,2,6,16880,NA
A1FTGHYEU1T71Y,English,any advances,lightblue,tan,royalblue,Exactly one player hit none of his shots,none-none-all,none-all-none,B,yes,B,5,1,11720,NA
A1FTGHYEU1T71Y,English,any advances,wheat,lightorange,darkorange,Exactly one player hit all of his shots,half-half-half,half-half-half,A-B-C,yes,A-B-C,4,1,11697,NA
A1FTGHYEU1T71Y,English,any advances,darkorange,midnight,lightblue,Every player hit some of his shots,half-all-all,all-half-all,A-B-C,yes,A-B-C,7,6,15310,NA
A1FTGHYEU1T71Y,English,any advances,yellow,lightblue,seafoam,All the players will advance,none-none-all,all-none-none,A,yes,A,6,1,7533,NA
A1FTGHYEU1T71Y,English,any advances,wheat,seafoam,royalblue,All of the players will advance,none-all-all,all-all-none,A-B,yes,A-B,9,1,6915,NA
A1FTGHYEU1T71Y,English,any advances,midnight,darkorange,purple,Player A made shots,half-half-all,all-half-half,A-B-C,yes,A-B-C,8,4,9238,NA
A1FTGHYEU1T71Y,English,any advances,pink,lightblue,brown,Player C will be pleased,none-none-half,half-none-none,A,yes,A,11,1,6804,NA
A1FTGHYEU1T71Y,English,any advances,wheat,lightblue,lavender,Every player hit all of his shots,all-all-all,all-all-all,A-B-C,yes,A-B-C,10,7,8457,NA
A1FTGHYEU1T71Y,English,any advances,brown,lightorange,yellow,No player hit all of his shots,none-none-none,none-none-none,none,yes,none,13,6,10562,NA
A1FTGHYEU1T71Y,English,any advances,purple,yellow,darkorange,Three players will advance,none-none-all,none-all-none,B,yes,B,12,1,5454,NA
A1FTGHYEU1T71Y,English,any advances,midnight,pink,lightorange,Player A will be disappointed,none-all-all,none-all-all,B-C,yes,B-C,15,7,6733,NA
A1FTGHYEU1T71Y,English,any advances,lightorange,lightblue,lavender,Most of the players will advance,none-none-all,none-none-all,C,yes,C,14,1,4782,NA
A1FTGHYEU1T71Y,English,any advances,royalblue,tan,yellow,Player B will be disappointed,half-half-half,half-half-half,A-B-C,yes,A-B-C,17,1,14304,NA
A1FTGHYEU1T71Y,English,any advances,darkorange,royalblue,yellow,Player B will be pleased,none-none-all,none-none-all,C,yes,C,16,1,5436,NA
A1FTGHYEU1T71Y,English,any advances,purple,grey,lightorange,None of the players will advance,all-all-all,all-all-all,A-B-C,yes,A-B-C,19,1,11115,NA
A1FTGHYEU1T71Y,English,any advances,purple,seafoam,brown,Player B will advance,half-all-all,all-all-half,A-B-C,yes,A-B-C,18,7,10076,NA
A1FTGHYEU1T71Y,English,any advances,yellow,lavender,brown,Player A was the star player of the round,most-none-all,most-none-all,A-C,yes,A-C,-1,1,27153,yes
A1FTGHYEU1T71Y,English,any advances,seafoam,lightblue,grey,Player C messed up,all-all-none,all-all-none,A-B,yes,A-B,-3,6,218988,no
A1FTGHYEU1T71Y,English,any advances,lightorange,midnight,darkorange,Player B will advance to the next round,all-few-none,all-few-none,A-B,yes,A-B,-2,7,17457,yes
A142ZRU284W9O,English,any advances,lightorange,midnight,pink,Exactly one player hit all of his shots,none-none-none,none-none-none,none,yes,none,24,1,3448,NA
A142ZRU284W9O,English,any advances,brown,wheat,midnight,At least one player will advance,none-half-half,half-none-half,A-C,yes,A-C,25,6,8099,NA
A142ZRU284W9O,English,any advances,lavender,yellow,pink,Player B made shots,all-all-all,all-all-all,A-B-C,yes,A-B-C,26,6,4364,NA
A142ZRU284W9O,English,any advances,wheat,lavender,midnight,No player hit some of his shots,none-half-half,half-half-none,A-B,yes,A-B,27,1,3697,NA
A142ZRU284W9O,English,any advances,tan,lightorange,lightblue,Player A will be pleased,none-all-all,all-all-none,A-B,yes,A-B,20,6,3815,NA
A142ZRU284W9O,English,any advances,tan,seafoam,midnight,Player B will advance,half-half-half,half-half-half,A-B-C,yes,A-B-C,21,6,5573,NA
A142ZRU284W9O,English,any advances,yellow,darkorange,purple,Player C made shots,half-half-half,half-half-half,A-B-C,yes,A-B-C,22,6,5236,NA
A142ZRU284W9O,English,any advances,seafoam,royalblue,pink,Two players will advance,none-none-half,none-none-half,C,yes,C,23,1,3609,NA
A142ZRU284W9O,English,any advances,wheat,lightblue,tan,No player hit all of his shots,all-all-all,all-all-all,A-B-C,yes,A-B-C,28,1,4639,NA
A142ZRU284W9O,English,any advances,lightblue,brown,purple,Most of the players will advance,all-all-all,all-all-all,A-B-C,yes,A-B-C,1,4,5976,NA
A142ZRU284W9O,English,any advances,pink,royalblue,seafoam,Exactly one player hit none of his shots,none-half-all,half-none-all,A-C,yes,A-C,0,4,12832,NA
A142ZRU284W9O,English,any advances,brown,midnight,yellow,None of the players will advance,none-half-all,all-none-half,A-C,yes,A-C,3,1,6897,NA
A142ZRU284W9O,English,any advances,seafoam,yellow,lightblue,Player B will be disappointed,half-half-half,half-half-half,A-B-C,yes,A-B-C,2,3,6007,NA
A142ZRU284W9O,English,any advances,lavender,darkorange,tan,One player will advance,half-half-half,half-half-half,A-B-C,yes,A-B-C,5,1,4752,NA
A142ZRU284W9O,English,any advances,brown,royalblue,pink,Player A will be disappointed,none-none-half,half-none-none,A,yes,A,4,1,3875,NA
A142ZRU284W9O,English,any advances,darkorange,purple,lightorange,Player A made shots,none-half-all,all-none-half,A-C,yes,A-C,7,6,5133,NA
A142ZRU284W9O,English,any advances,lightblue,wheat,seafoam,Exactly one player hit some of his shots,none-none-none,none-none-none,none,yes,none,6,1,3992,NA
A142ZRU284W9O,English,any advances,midnight,lightorange,lightblue,All of the players will advance,none-half-half,half-none-half,A-C,yes,A-C,9,1,8740,NA
A142ZRU284W9O,English,any advances,midnight,tan,yellow,Three players will advance,none-half-half,half-none-half,A-C,yes,A-C,8,1,4744,NA
A142ZRU284W9O,English,any advances,lightblue,tan,lavender,Every player hit none of his shots,none-none-half,half-none-none,A,yes,A,11,1,4080,NA
A142ZRU284W9O,English,any advances,wheat,lightorange,lightblue,Every player hit some of his shots,none-none-all,none-all-none,B,yes,B,10,1,3994,NA
A142ZRU284W9O,English,any advances,lightblue,grey,tan,Player A will advance,none-half-all,half-all-none,A-B,yes,A-B,13,6,4701,NA
A142ZRU284W9O,English,any advances,lightorange,lavender,lightblue,No player hit none of his shots,half-all-all,all-half-all,A-B-C,yes,A-B-C,12,5,5247,NA
A142ZRU284W9O,English,any advances,pink,darkorange,grey,Player C will advance,half-half-half,half-half-half,A-B-C,yes,A-B-C,15,5,4837,NA
A142ZRU284W9O,English,any advances,seafoam,lightorange,midnight,Player C will be pleased,none-none-all,none-all-none,B,yes,B,14,1,4125,NA
A142ZRU284W9O,English,any advances,wheat,lavender,tan,Player C will be disappointed,none-none-none,none-none-none,none,yes,none,17,6,10324,NA
A142ZRU284W9O,English,any advances,royalblue,yellow,brown,Every player hit all of his shots,half-half-half,half-half-half,A-B-C,yes,A-B-C,16,1,5416,NA
A142ZRU284W9O,English,any advances,seafoam,lightorange,lavender,Player B will be pleased,none-half-all,none-half-all,B-C,yes,B-C,19,6,4750,NA
A142ZRU284W9O,English,any advances,darkorange,purple,tan,All the players will advance,none-none-none,none-none-none,none,yes,none,18,1,2969,NA
A142ZRU284W9O,English,any advances,lightblue,pink,darkorange,Player A was the star player of the round,most-none-all,most-none-all,A-C,yes,A-C,-1,1,11557,yes
A142ZRU284W9O,English,any advances,darkorange,seafoam,grey,Player C messed up,all-all-none,all-all-none,A-B,yes,A-B,-3,7,17703,no
A142ZRU284W9O,English,any advances,lightblue,lightorange,lavender,Player B will advance to the next round,all-few-none,all-few-none,A-B,no,A-B,-2,7,10539,yes
AD1ILDUXZHASF,English,any advances,darkorange,brown,lightorange,Player C made shots,all-all-all,all-all-all,A-B-C,yes,A-B-C,24,7,5157,NA
AD1ILDUXZHASF,English,any advances,wheat,royalblue,purple,Player B will be pleased,none-none-all,none-none-all,C,yes,C,25,1,4413,NA
AD1ILDUXZHASF,English,any advances,lightorange,lavender,tan,Exactly one player hit all of his shots,half-half-half,half-half-half,A-B-C,yes,A-B-C,26,1,5763,NA
AD1ILDUXZHASF,English,any advances,darkorange,midnight,royalblue,Exactly one player hit none of his shots,none-none-all,none-all-none,B,yes,B,27,1,8221,NA
AD1ILDUXZHASF,English,any advances,pink,midnight,royalblue,Player B will be disappointed,none-none-half,none-none-half,C,yes,C,20,7,3513,NA
AD1ILDUXZHASF,English,any advances,yellow,grey,lightorange,No player hit all of his shots,half-half-half,half-half-half,A-B-C,yes,A-B-C,21,7,6565,NA
AD1ILDUXZHASF,English,any advances,wheat,grey,purple,Player A will be disappointed,none-none-none,none-none-none,none,yes,none,22,7,3069,NA
AD1ILDUXZHASF,English,any advances,lightblue,lightorange,royalblue,Player B made shots,none-half-all,all-none-half,A-C,yes,A-C,23,1,4511,NA
AD1ILDUXZHASF,English,any advances,royalblue,darkorange,midnight,Player C will be pleased,half-half-all,all-half-half,A-B-C,yes,A-B-C,28,4,8208,NA
AD1ILDUXZHASF,English,any advances,brown,purple,wheat,Three players will advance,none-none-none,none-none-none,none,yes,none,1,1,4910,NA
AD1ILDUXZHASF,English,any advances,midnight,darkorange,brown,Player C will advance,none-half-half,half-half-none,A-B,yes,A-B,0,1,9485,NA
AD1ILDUXZHASF,English,any advances,darkorange,yellow,brown,One player will advance,all-all-all,all-all-all,A-B-C,yes,A-B-C,3,3,10618,NA
AD1ILDUXZHASF,English,any advances,seafoam,tan,purple,Two players will advance,half-half-half,half-half-half,A-B-C,yes,A-B-C,2,5,9773,NA
AD1ILDUXZHASF,English,any advances,midnight,pink,darkorange,Player A will be pleased,half-half-all,all-half-half,A-B-C,yes,A-B-C,5,7,7970,NA
AD1ILDUXZHASF,English,any advances,lavender,lightblue,lightorange,No player hit some of his shots,half-all-all,half-all-all,A-B-C,yes,A-B-C,4,1,10575,NA
AD1ILDUXZHASF,English,any advances,brown,grey,wheat,Every player hit all of his shots,half-half-half,half-half-half,A-B-C,yes,A-B-C,7,1,7784,NA
AD1ILDUXZHASF,English,any advances,purple,darkorange,royalblue,At least one player will advance,none-none-half,none-none-half,C,yes,C,6,7,7909,NA
AD1ILDUXZHASF,English,any advances,lavender,tan,darkorange,No player hit none of his shots,none-all-all,all-none-all,A-C,yes,A-C,9,1,4996,NA
AD1ILDUXZHASF,English,any advances,seafoam,yellow,tan,Every player hit none of his shots,half-half-all,half-half-all,A-B-C,yes,A-B-C,8,1,7114,NA
AD1ILDUXZHASF,English,any advances,grey,lightblue,darkorange,Player B will advance,none-half-all,none-half-all,B-C,yes,B-C,11,7,4989,NA
AD1ILDUXZHASF,English,any advances,lightorange,tan,lavender,Exactly one player hit some of his shots,none-none-half,half-none-none,A,yes,A,10,7,4973,NA
AD1ILDUXZHASF,English,any advances,lavender,wheat,lightorange,Player C will be disappointed,none-none-half,none-half-none,B,yes,B,13,7,3853,NA
AD1ILDUXZHASF,English,any advances,tan,pink,brown,Every player hit some of his shots,half-half-all,all-half-half,A-B-C,yes,A-B-C,12,7,5541,NA
AD1ILDUXZHASF,English,any advances,purple,lightblue,tan,Player A made shots,none-all-all,all-none-all,A-C,yes,A-C,15,7,4306,NA
AD1ILDUXZHASF,English,any advances,lightblue,grey,lightorange,None of the players will advance,half-half-all,half-all-half,A-B-C,yes,A-B-C,14,1,5280,NA
AD1ILDUXZHASF,English,any advances,pink,yellow,grey,All of the players will advance,half-half-half,half-half-half,A-B-C,yes,A-B-C,17,7,6058,NA
AD1ILDUXZHASF,English,any advances,tan,brown,midnight,All the players will advance,none-half-all,half-none-all,A-C,yes,A-C,16,1,5232,NA
AD1ILDUXZHASF,English,any advances,royalblue,darkorange,grey,Most of the players will advance,all-all-all,all-all-all,A-B-C,yes,A-B-C,19,6,6052,NA
AD1ILDUXZHASF,English,any advances,brown,grey,pink,Player A will advance,none-half-all,none-half-all,B-C,yes,B-C,18,1,3771,NA
AD1ILDUXZHASF,English,any advances,wheat,seafoam,purple,Player A was the star player of the round,most-none-all,most-none-all,A-C,yes,A-C,-1,1,8763,yes
AD1ILDUXZHASF,English,any advances,lightblue,brown,tan,Player C messed up,all-all-none,all-all-none,A-B,yes,A-B,-3,7,14674,yes
AD1ILDUXZHASF,English,any advances,grey,lavender,wheat,Player B will advance to the next round,all-few-none,all-few-none,A-B,no,A-B,-2,7,21186,yes
A2NA2OJT15COZY,American English,all advances,seafoam,lavender,grey,Exactly one player hit all of his shots,none-none-half,none-half-none,none,yes,none,24,1,5222,NA
A2NA2OJT15COZY,American English,all advances,lightblue,royalblue,brown,No player hit all of his shots,none-half-all,half-none-all,C,yes,C,25,1,6598,NA
A2NA2OJT15COZY,American English,all advances,lightorange,brown,pink,No player hit some of his shots,half-half-half,half-half-half,none,yes,none,26,2,5691,NA
A2NA2OJT15COZY,American English,all advances,purple,lightorange,yellow,Player A will be pleased,half-half-all,half-half-all,C,yes,C,27,4,5232,NA
A2NA2OJT15COZY,American English,all advances,seafoam,lightorange,pink,Player C will advance,half-all-all,all-half-all,A-C,yes,A-C,20,6,5475,NA
A2NA2OJT15COZY,American English,all advances,wheat,lightorange,lavender,Player B will be disappointed,none-half-half,half-none-half,none,yes,none,21,7,5377,NA
A2NA2OJT15COZY,American English,all advances,seafoam,purple,tan,Every player hit none of his shots,half-all-all,half-all-all,B-C,yes,B-C,22,1,8590,NA
A2NA2OJT15COZY,American English,all advances,wheat,royalblue,darkorange,Exactly one player hit none of his shots,none-half-half,half-none-half,none,yes,none,23,7,7841,NA
A2NA2OJT15COZY,American English,all advances,midnight,darkorange,yellow,Player A will be disappointed,none-none-none,none-none-none,none,yes,none,28,7,3650,NA
A2NA2OJT15COZY,American English,all advances,pink,lightorange,tan,Player B will advance,none-none-none,none-none-none,none,yes,none,1,1,8763,NA
A2NA2OJT15COZY,American English,all advances,lavender,pink,grey,Player C will be pleased,none-none-all,none-none-all,C,yes,C,0,6,7659,NA
A2NA2OJT15COZY,American English,all advances,wheat,brown,darkorange,Most of the players will advance,all-all-all,all-all-all,A-B-C,yes,A-B-C,3,2,10051,NA
A2NA2OJT15COZY,American English,all advances,tan,royalblue,darkorange,Player B made shots,all-all-all,all-all-all,A-B-C,yes,A-B-C,2,3,10535,NA
A2NA2OJT15COZY,American English,all advances,wheat,grey,lightblue,No player hit none of his shots,none-half-half,half-half-none,none,yes,none,5,1,8018,NA
A2NA2OJT15COZY,American English,all advances,purple,wheat,pink,None of the players will advance,all-all-all,all-all-all,A-B-C,yes,A-B-C,4,1,14939,NA
A2NA2OJT15COZY,American English,all advances,midnight,brown,yellow,Player B will be pleased,none-none-half,half-none-none,none,yes,none,7,3,7980,NA
A2NA2OJT15COZY,American English,all advances,midnight,tan,grey,Player C will be disappointed,half-all-all,half-all-all,B-C,yes,B-C,6,2,7794,NA
A2NA2OJT15COZY,American English,all advances,pink,lightorange,brown,Player C made shots,half-half-all,half-all-half,B,yes,B,9,6,12699,NA
A2NA2OJT15COZY,American English,all advances,pink,yellow,purple,Two players will advance,all-all-all,all-all-all,A-B-C,yes,A-B-C,8,1,11934,NA
A2NA2OJT15COZY,American English,all advances,royalblue,seafoam,lightorange,At least one player will advance,none-all-all,all-none-all,A-C,yes,A-C,11,7,9059,NA
A2NA2OJT15COZY,American English,all advances,grey,pink,lavender,One player will advance,half-all-all,half-all-all,B-C,yes,B-C,10,1,7720,NA
A2NA2OJT15COZY,American English,all advances,purple,grey,brown,Every player hit some of his shots,all-all-all,all-all-all,A-B-C,yes,A-B-C,13,5,10909,NA
A2NA2OJT15COZY,American English,all advances,brown,purple,midnight,Player A made shots,none-none-all,all-none-none,A,yes,A,12,7,5825,NA
A2NA2OJT15COZY,American English,all advances,grey,brown,lightblue,Player A will advance,none-none-none,none-none-none,none,yes,none,15,1,3486,NA
A2NA2OJT15COZY,American English,all advances,brown,lightblue,pink,All the players will advance,none-all-all,none-all-all,B-C,yes,B-C,14,2,9341,NA
A2NA2OJT15COZY,American English,all advances,darkorange,purple,lightorange,Three players will advance,none-none-all,none-none-all,C,yes,C,17,1,5676,NA
A2NA2OJT15COZY,American English,all advances,brown,darkorange,yellow,Exactly one player hit some of his shots,none-none-all,none-none-all,C,yes,C,16,5,6432,NA
A2NA2OJT15COZY,American English,all advances,brown,yellow,pink,All of the players will advance,none-half-half,half-half-none,none,yes,none,19,1,4267,NA
A2NA2OJT15COZY,American English,all advances,pink,darkorange,lightorange,Every player hit all of his shots,none-half-all,all-none-half,A,yes,A,18,1,7409,NA
A2NA2OJT15COZY,American English,all advances,lightblue,wheat,lavender,Player A was the star player of the round,most-none-all,most-none-all,C,yes,C,-1,2,14960,yes
A2NA2OJT15COZY,American English,all advances,lightblue,midnight,pink,Player C messed up,all-all-none,all-all-none,A-B,yes,A-B,-3,6,34242,yes
A2NA2OJT15COZY,American English,all advances,darkorange,yellow,seafoam,Player B will advance to the next round,all-few-none,all-few-none,A,yes,A,-2,1,11898,yes
A3QVIVWCPBEWYY,English,all advances,yellow,brown,seafoam,Player B made shots,none-none-none,none-none-none,none,yes,none,24,1,7060,NA
A3QVIVWCPBEWYY,English,all advances,royalblue,wheat,brown,Player A made shots,none-half-all,all-none-half,A,yes,A,25,7,8920,NA
A3QVIVWCPBEWYY,English,all advances,grey,lightblue,lavender,Three players will advance,half-all-all,half-all-all,B-C,yes,B-C,26,1,7337,NA
A3QVIVWCPBEWYY,English,all advances,wheat,pink,lavender,Every player hit all of his shots,half-half-half,half-half-half,none,yes,none,27,1,7633,NA
A3QVIVWCPBEWYY,English,all advances,tan,purple,lavender,No player hit some of his shots,none-half-half,half-none-half,none,yes,none,20,1,10937,NA
A3QVIVWCPBEWYY,English,all advances,midnight,lightorange,tan,Player B will be pleased,none-all-all,none-all-all,B-C,yes,B-C,21,5,13286,NA
A3QVIVWCPBEWYY,English,all advances,lavender,yellow,midnight,Two players will advance,none-none-half,none-half-none,none,yes,none,22,1,10290,NA
A3QVIVWCPBEWYY,English,all advances,brown,lightblue,lightorange,Player C made shots,half-half-half,half-half-half,none,yes,none,23,5,7393,NA
A3QVIVWCPBEWYY,English,all advances,purple,midnight,tan,No player hit all of his shots,half-half-all,half-half-all,C,yes,C,28,1,9584,NA
A3QVIVWCPBEWYY,English,all advances,tan,seafoam,lightorange,None of the players will advance,half-half-half,half-half-half,none,yes,none,1,7,10974,NA
A3QVIVWCPBEWYY,English,all advances,grey,purple,brown,Player A will advance,half-all-all,half-all-all,B-C,yes,B-C,0,1,16870,NA
A3QVIVWCPBEWYY,English,all advances,midnight,pink,royalblue,Exactly one player hit all of his shots,none-half-all,all-half-none,A,yes,A,3,7,15209,NA
A3QVIVWCPBEWYY,English,all advances,yellow,darkorange,tan,All the players will advance,none-none-all,all-none-none,A,yes,A,2,1,10319,NA
A3QVIVWCPBEWYY,English,all advances,brown,lightorange,darkorange,Player C will advance,none-none-all,all-none-none,A,yes,A,5,1,13187,NA
A3QVIVWCPBEWYY,English,all advances,lightblue,pink,seafoam,Player A will be disappointed,none-none-all,none-none-all,C,yes,C,4,5,14688,NA
A3QVIVWCPBEWYY,English,all advances,yellow,midnight,tan,Player B will advance,none-none-half,none-none-half,none,yes,none,7,1,8896,NA
A3QVIVWCPBEWYY,English,all advances,seafoam,darkorange,lightblue,Most of the players will advance,none-none-none,none-none-none,none,yes,none,6,1,9563,NA
A3QVIVWCPBEWYY,English,all advances,midnight,darkorange,tan,Exactly one player hit none of his shots,none-half-all,half-all-none,B,yes,B,9,7,13467,NA
A3QVIVWCPBEWYY,English,all advances,lightblue,darkorange,purple,One player will advance,none-all-all,none-all-all,B-C,yes,B-C,8,1,13513,NA
A3QVIVWCPBEWYY,English,all advances,grey,wheat,tan,No player hit none of his shots,none-none-none,none-none-none,none,yes,none,11,1,16237,NA
A3QVIVWCPBEWYY,English,all advances,yellow,pink,midnight,Player C will be pleased,none-half-half,none-half-half,none,yes,none,10,2,13299,NA
A3QVIVWCPBEWYY,English,all advances,tan,wheat,lightorange,Player A will be pleased,none-none-none,none-none-none,none,yes,none,13,1,6632,NA
A3QVIVWCPBEWYY,English,all advances,lavender,yellow,seafoam,At least one player will advance,all-all-all,all-all-all,A-B-C,yes,A-B-C,12,7,13585,NA
A3QVIVWCPBEWYY,English,all advances,tan,grey,wheat,Exactly one player hit some of his shots,half-half-half,half-half-half,none,yes,none,15,2,12074,NA
A3QVIVWCPBEWYY,English,all advances,tan,lightorange,yellow,Every player hit some of his shots,none-all-all,none-all-all,B-C,yes,B-C,14,1,10473,NA
A3QVIVWCPBEWYY,English,all advances,midnight,pink,tan,Player C will be disappointed,none-none-none,none-none-none,none,yes,none,17,3,7904,NA
A3QVIVWCPBEWYY,English,all advances,lavender,midnight,grey,All of the players will advance,none-half-all,half-none-all,C,yes,C,16,1,9574,NA
A3QVIVWCPBEWYY,English,all advances,wheat,yellow,seafoam,Player B will be disappointed,none-half-half,half-half-none,none,yes,none,19,3,6988,NA
A3QVIVWCPBEWYY,English,all advances,tan,midnight,grey,Every player hit none of his shots,half-half-half,half-half-half,none,yes,none,18,1,8770,NA
A3QVIVWCPBEWYY,English,all advances,lavender,lightorange,tan,Player A was the star player of the round,most-none-all,most-none-all,C,yes,C,-1,1,15480,yes
A3QVIVWCPBEWYY,English,all advances,royalblue,midnight,darkorange,Player C messed up,all-all-none,all-all-none,A-B,no,A-B,-3,7,72545,yes
A3QVIVWCPBEWYY,English,all advances,yellow,brown,royalblue,Player B will advance to the next round,all-few-none,all-few-none,A,yes,A,-2,1,18321,yes
A16MDZ7O8KL9EC,English,any advances,yellow,lavender,royalblue,Exactly one player hit all of his shots,none-none-all,all-none-none,A,yes,A,24,7,4315,NA
A16MDZ7O8KL9EC,English,any advances,lavender,pink,brown,Every player hit some of his shots,none-none-none,none-none-none,none,yes,none,25,1,3979,NA
A16MDZ7O8KL9EC,English,any advances,grey,midnight,lavender,All the players will advance,half-half-all,half-half-all,A-B-C,yes,A-B-C,26,7,6301,NA
A16MDZ7O8KL9EC,English,any advances,wheat,royalblue,grey,Player C will be pleased,half-half-all,half-all-half,A-B-C,yes,A-B-C,27,6,11814,NA
A16MDZ7O8KL9EC,English,any advances,lavender,royalblue,tan,Player B will be disappointed,none-half-half,none-half-half,B-C,yes,B-C,20,2,7254,NA
A16MDZ7O8KL9EC,English,any advances,lightorange,darkorange,grey,Player B will advance,none-all-all,all-none-all,A-C,yes,A-C,21,1,5860,NA
A16MDZ7O8KL9EC,English,any advances,royalblue,lightblue,lavender,Player A will be pleased,half-half-half,half-half-half,A-B-C,yes,A-B-C,22,6,9678,NA
A16MDZ7O8KL9EC,English,any advances,lightblue,darkorange,royalblue,No player hit all of his shots,none-all-all,none-all-all,B-C,yes,B-C,23,1,6516,NA
A16MDZ7O8KL9EC,English,any advances,pink,yellow,brown,Exactly one player hit some of his shots,none-all-all,all-none-all,A-C,yes,A-C,28,1,9370,NA
A16MDZ7O8KL9EC,English,any advances,grey,yellow,seafoam,Two players will advance,none-none-half,half-none-none,A,yes,A,1,1,10500,NA
A16MDZ7O8KL9EC,English,any advances,yellow,grey,seafoam,Most of the players will advance,half-half-half,half-half-half,A-B-C,yes,A-B-C,0,3,14593,NA
A16MDZ7O8KL9EC,English,any advances,pink,lightorange,lightblue,No player hit some of his shots,all-all-all,all-all-all,A-B-C,yes,A-B-C,3,2,15006,NA
A16MDZ7O8KL9EC,English,any advances,grey,lightblue,royalblue,One player will advance,none-none-all,none-all-none,B,yes,B,2,7,8051,NA
A16MDZ7O8KL9EC,English,any advances,lavender,tan,darkorange,Player C made shots,none-all-all,all-all-none,A-B,yes,A-B,5,1,6965,NA
A16MDZ7O8KL9EC,English,any advances,royalblue,seafoam,pink,No player hit none of his shots,none-half-half,half-half-none,A-B,yes,A-B,4,1,9452,NA
A16MDZ7O8KL9EC,English,any advances,pink,wheat,royalblue,Player A made shots,half-half-half,half-half-half,A-B-C,yes,A-B-C,7,5,16524,NA
A16MDZ7O8KL9EC,English,any advances,darkorange,wheat,royalblue,Player C will be disappointed,none-half-all,half-all-none,A-B,yes,A-B,6,7,7699,NA
A16MDZ7O8KL9EC,English,any advances,seafoam,brown,wheat,Three players will advance,none-none-none,none-none-none,none,yes,none,9,1,25724,NA
A16MDZ7O8KL9EC,English,any advances,grey,tan,lavender,None of the players will advance,half-all-all,all-all-half,A-B-C,yes,A-B-C,8,1,6220,NA
A16MDZ7O8KL9EC,English,any advances,lavender,wheat,midnight,Every player hit all of his shots,half-all-all,all-half-all,A-B-C,yes,A-B-C,11,1,6950,NA
A16MDZ7O8KL9EC,English,any advances,brown,yellow,pink,Player A will be disappointed,all-all-all,all-all-all,A-B-C,yes,A-B-C,10,1,7444,NA
A16MDZ7O8KL9EC,English,any advances,brown,wheat,yellow,All of the players will advance,half-half-all,half-half-all,A-B-C,yes,A-B-C,13,7,7294,NA
A16MDZ7O8KL9EC,English,any advances,brown,darkorange,seafoam,Player B will be pleased,none-all-all,none-all-all,B-C,yes,B-C,12,6,6196,NA
A16MDZ7O8KL9EC,English,any advances,brown,pink,seafoam,Player B made shots,half-half-all,half-half-all,A-B-C,yes,A-B-C,15,5,11477,NA
A16MDZ7O8KL9EC,English,any advances,seafoam,wheat,lightblue,Exactly one player hit none of his shots,none-half-all,all-half-none,A-B,yes,A-B,14,6,9187,NA
